ten00006_linear
DATAFLOW;LAST UPDATE;freq;unit;wat_proc;wat_src;geo;TIME_PERIOD;OBS_VALUE;OBS_FLAG
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;RS;2014;3477.81;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;RS;2015;4211.79;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;RS;2016;4264.66;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;RS;2017;4916.74;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;RS;2018;5061.23;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;RS;2019;5133.96;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;RS;2020;4829.89;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;RS;2021;4543.55;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SE;2010;2466.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SE;2011;2374.80;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SE;2012;2283.60;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SE;2013;2192.40;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SE;2014;2101.20;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SE;2015;2010.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SE;2016;2025.80;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SE;2017;2041.60;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SE;2018;2057.40;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SE;2019;2073.20;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SE;2020;2089.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SI;2010;740.48;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SI;2011;665.60;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SI;2012;601.70;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SI;2013;712.20;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SI;2014;796.40;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SI;2015;713.50;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SI;2016;705.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SI;2017;741.10;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SI;2018;767.78;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SI;2019;755.33;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SI;2020;817.99;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SI;2021;741.04;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SK;2010;259.50;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SK;2011;258.70;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SK;2012;326.40;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SK;2013;308.20;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SK;2014;238.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SK;2015;247.80;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SK;2016;232.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SK;2017;244.10;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SK;2018;234.20;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SK;2019;242.50;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SK;2020;240.90;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;SK;2021;243.80;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;TR;2010;33818.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;TR;2012;36949.92;de
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;TR;2014;37370.95;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;TR;2016;44553.02;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;TR;2018;44913.58;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;TR;2020;46465.72;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;UK;2010;6111.30;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;UK;2011;5526.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;UK;2012;6168.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;UK;2013;5699.85;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;UK;2014;5231.70;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;XK;2010;214.53;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;XK;2011;223.94;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;XK;2012;217.79;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;XK;2013;221.61;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;XK;2014;219.62;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;XK;2015;229.31;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;XK;2016;240.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;XK;2017;239.33;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;XK;2018;243.12;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABST;FSW;XK;2019;240.28;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;AL;2017;690.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;AL;2018;644.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;AL;2019;610.30;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;AL;2020;536.80;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;AL;2021;556.30;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BE;2010;3.58;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BE;2011;4.34;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BE;2012;4.37;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BE;2013;4.72;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BE;2014;4.27;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BE;2015;5.34;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BE;2016;4.66;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BE;2017;5.53;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BE;2018;8.17;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BE;2019;7.09;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BE;2020;8.27;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BG;2010;927.56;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BG;2011;1038.41;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BG;2012;930.60;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BG;2013;809.83;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BG;2014;716.35;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BG;2015;820.83;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BG;2016;898.45;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BG;2017;823.59;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BG;2018;713.28;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BG;2019;787.02;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;BG;2020;746.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CH;2012;119.80;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CY;2010;37.40;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CY;2011;36.60;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CY;2012;42.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CY;2013;52.60;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CY;2014;37.30;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CY;2015;38.20;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CY;2016;37.30;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CY;2017;33.20;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CY;2018;22.30;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CY;2019;31.90;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CY;2020;39.20;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CY;2021;45.20;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CZ;2010;25.30;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CZ;2011;27.30;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CZ;2012;31.10;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CZ;2013;31.10;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CZ;2014;35.30;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CZ;2015;40.10;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CZ;2016;33.40;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CZ;2017;31.90;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CZ;2018;32.40;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CZ;2019;27.30;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CZ;2020;23.30;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;CZ;2021;20.70;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DE;2010;54.10;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DE;2011;50.23;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DE;2012;46.36;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DE;2013;42.49;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DE;2014;52.06;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DE;2015;61.62;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DE;2016;71.19;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DE;2017;88.39;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DE;2018;105.59;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DE;2019;122.79;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DK;2010;251.77;b
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DK;2011;241.11;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DK;2012;243.59;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DK;2013;251.73;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DK;2014;236.12;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DK;2015;229.93;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DK;2016;198.86;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DK;2017;213.64;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DK;2018;230.15;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DK;2019;211.64;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DK;2020;200.74;p
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;DK;2021;241.03;p
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EE;2013;0.03;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EE;2014;0.03;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EE;2015;0.02;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EE;2016;0.16;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EE;2017;0.30;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EE;2018;0.33;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EE;2019;0.06;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EE;2020;0.05;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EE;2021;0.09;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EL;2010;4210.00;s
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EL;2011;3615.40;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EL;2012;3615.40;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EL;2013;3615.40;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EL;2014;3615.40;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EL;2015;3615.40;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EL;2016;2801.64;b
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EL;2017;2801.64;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EL;2018;2801.64;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EL;2019;2801.64;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EL;2020;2801.64;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;EL;2021;2801.64;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;ES;2010;18560.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;ES;2011;19299.73;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;ES;2012;18349.97;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;ES;2013;16908.40;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;ES;2014;17331.06;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;ES;2015;16098.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;ES;2016;15722.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;ES;2017;15300.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;ES;2018;14878.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;ES;2019;14780.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;ES;2020;14710.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;FR;2010;1832.35;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;FR;2011;1819.99;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;FR;2012;1879.60;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;FR;2013;1745.99;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;FR;2014;1327.10;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;FR;2015;1885.52;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;FR;2016;1935.77;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;FR;2017;1826.18;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;FR;2018;1744.04;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;FR;2019;1888.05;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;FR;2020;1946.41;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HR;2010;30.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HR;2011;30.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HR;2012;30.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HR;2013;30.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HR;2014;30.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HR;2015;30.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HR;2016;30.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HR;2017;30.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HR;2018;30.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HR;2019;30.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HR;2020;30.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HR;2021;30.00;e
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HU;2010;228.30;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HU;2011;276.40;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;HU;2012;264.20;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;IE;2018;32.81;b
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;IE;2019;32.96;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;IE;2020;35.33;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;IE;2021;36.26;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LT;2010;63.65;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LT;2011;59.71;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LT;2012;57.03;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LT;2013;55.13;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LT;2014;54.34;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LT;2015;57.86;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LT;2016;55.78;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LT;2017;55.19;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LT;2018;53.47;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LT;2019;54.10;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LT;2020;56.13;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LT;2021;54.56;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LU;2013;0.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LU;2014;0.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LU;2015;0.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LU;2016;0.01;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LU;2017;0.01;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LU;2018;0.00;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LU;2019;0.04;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LU;2020;0.02;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LU;2021;0.01;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LV;2010;31.92;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LV;2011;20.96;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LV;2012;39.40;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LV;2013;34.18;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LV;2014;35.09;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LV;2015;47.07;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LV;2016;56.10;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LV;2017;52.72;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LV;2018;51.85;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LV;2019;51.70;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LV;2020;53.85;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;LV;2021;52.70;
ESTAT:TEN00006(1.0);28/07/23 23:00:00;A;MIO_M3;ABS_AGR;FSW;MT;2010;1.25;e
