DATAFLOW,LAST UPDATE,freq,wat_proc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,AL,2013,124.17,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,AL,2014,128.81,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,AL,2015,135.02,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,AL,2016,134.86,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,AL,2017,111.71,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,AL,2018,120.99,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,AL,2019,105.63,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,AL,2020,118.47,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,AL,2021,115.23,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,BG,2012,742.00,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,BG,2013,746.17,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,BG,2014,764.96,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,BG,2015,772.22,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,BG,2016,764.75,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,BG,2017,826.60,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CH,2011,2298.17,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CH,2012,2273.89,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CH,2013,2247.89,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CH,2014,2220.63,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CH,2015,2195.50,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CH,2016,2171.65,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CH,2017,2151.48,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CH,2018,2135.69,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CH,2019,2120.51,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CH,2020,2105.08,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CH,2021,2089.02,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2000,334.28,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2001,312.60,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2002,224.20,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2003,262.28,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2004,237.23,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2005,248.19,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2006,273.78,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2007,309.86,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2008,188.14,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2009,314.34,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2010,166.74,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2011,315.91,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2012,271.66,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2013,156.86,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2014,261.58,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2015,205.27,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2016,275.96,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2017,175.68,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2018,340.20,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2019,219.97,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2020,198.43,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CY,2021,245.46,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2000,661.23,s
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2001,775.70,s
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2002,866.34,s
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2003,494.60,s
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2004,651.66,s
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2005,700.50,s
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2006,675.66,s
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2007,716.39,s
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2008,473.19,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2009,1070.25,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2010,891.60,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2011,523.72,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2012,501.77,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2013,775.61,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2014,418.51,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2015,355.77,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2016,416.80,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2017,417.29,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2018,283.92,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2019,392.06,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2020,551.98,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,CZ,2021,509.24,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2000,637.38,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2001,677.60,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2002,846.18,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2003,438.61,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2004,521.11,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2005,495.94,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2006,478.29,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2007,646.68,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2008,552.92,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2009,516.47,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2010,692.13,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2011,550.61,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2012,533.41,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2013,654.72,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2014,419.84,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2015,479.88,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2016,541.60,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2017,533.53,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2018,419.75,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2019,464.54,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,DE,2020,307.84,p
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,EE,1990,2293.95,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,EE,1995,2079.03,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2000,1638.12,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2001,739.96,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2002,1336.47,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2003,1258.09,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2004,622.43,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2005,876.89,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2006,1077.38,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2007,749.72,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2008,960.90,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2009,1476.45,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2010,987.85,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2011,572.99,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2012,1384.73,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2013,965.56,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2014,898.31,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2015,940.37,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2016,686.36,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2017,1089.24,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2018,708.05,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2019,1087.76,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2020,937.57,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,ES,2021,570.36,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,FI,2008,213.05,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2005,329.80,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2006,330.31,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2007,330.82,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2008,331.40,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2009,331.92,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2010,332.67,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2011,333.61,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2012,335.34,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2013,336.27,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2014,337.17,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2015,337.98,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2016,338.97,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2017,339.88,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2018,340.31,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2019,340.46,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2020,341.19,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,HU,2021,342.61,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2000,3007.32,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2001,2959.82,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2002,2910.36,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2003,2863.34,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2004,2811.46,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2005,2750.87,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2006,2677.36,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2007,2601.40,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2008,2548.90,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2009,2523.14,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2010,2509.43,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2011,2498.51,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2012,2487.95,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2013,2474.88,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2014,2456.85,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2015,2433.75,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2016,2406.43,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2017,2380.38,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2018,2351.07,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2019,2319.13,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2020,2295.39,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,IE,2021,2273.60,e
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LU,2009,237.05,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,1990,6646.22,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,1995,5098.84,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2000,4158.31,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2001,6992.64,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2002,4475.86,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2003,3298.14,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2004,5112.41,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2005,4950.87,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2006,3984.48,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2007,4567.05,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2008,4880.31,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2009,5532.13,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2010,6379.81,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2011,5531.36,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2012,6478.34,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2013,5317.38,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2014,3386.03,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2015,3349.64,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2016,4617.93,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2017,7564.43,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2018,4306.82,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2019,3824.28,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2020,4523.81,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,LV,2021,4621.70,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,1985,137.88,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,1989,168.02,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,1990,197.65,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,1991,193.98,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,1992,184.78,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,1993,180.20,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,1994,232.63,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,1995,231.04,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,1996,203.42,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,1997,256.75,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,1998,117.50,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,1999,199.31,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2000,164.13,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2001,131.51,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2002,159.40,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2003,268.49,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2004,152.24,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2005,157.13,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2006,162.42,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2007,180.54,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2008,150.87,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2009,188.56,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2010,146.84,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2011,164.49,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2012,147.04,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2013,135.33,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2014,137.10,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2015,129.53,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2016,93.42,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2017,113.34,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2018,140.37,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2019,124.93,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2020,92.76,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,MT,2021,122.21,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,1985,311.21,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,1990,38.79,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,1991,53.22,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,1992,400.48,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,1993,377.03,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,1995,110.62,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,1996,107.53,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,1997,183.85,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,1998,1295.58,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,1999,469.89,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,2000,573.29,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,2001,549.16,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,2002,209.92,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,2003,-277.73,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,2004,360.54,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,2005,131.02,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,2006,-409.87,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,2007,22.22,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,2008,348.97,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,2009,302.26,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,2010,174.50,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,2011,20.89,
ESTAT:ENV_WAT_RES(1.0),12/09/23 23:00:00,A,AQUI,M3_HAB,NL,2012,266.52,
