DATAFLOW,LAST UPDATE,freq,wat_proc,wat_src,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AL,2014,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AL,2015,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AL,2021,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2000,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2001,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2002,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2003,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2004,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2005,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2006,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2007,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2008,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2009,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2010,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2011,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2012,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2013,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2014,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2015,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2016,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2017,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2018,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2019,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2020,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,AT,2021,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,1980,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,1985,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,1990,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,1991,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,1992,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,1993,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,1994,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,1995,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,1996,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,1997,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,1998,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,1999,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2000,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2001,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2002,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2003,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2004,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2005,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2006,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2007,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2008,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2009,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2010,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2011,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2012,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2013,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2014,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2015,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2016,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2017,0.01,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2018,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2019,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BE,2020,0.23,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,1990,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,1995,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2000,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2001,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2002,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2003,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2004,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2005,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2006,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2007,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2008,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2009,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2010,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2011,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2012,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2013,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2014,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2015,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2016,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2017,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2018,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2019,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,BG,2020,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2000,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2001,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2002,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2003,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2004,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2005,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2006,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2007,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2008,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2009,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2010,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2011,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2012,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2013,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2014,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2015,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2016,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2017,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2018,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2019,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2020,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CH,2021,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,1997,8.05,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,1998,16.05,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,1999,20.39,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2000,19.60,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2001,31.07,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2002,41.99,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2003,41.90,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2004,39.97,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2005,41.97,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2006,34.89,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2007,35.33,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2008,41.44,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2009,61.14,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2010,63.54,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2011,57.23,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2012,20.37,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2013,12.41,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2014,38.47,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2015,44.98,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2016,80.66,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2017,79.90,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2018,80.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2019,62.13,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2020,33.37,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CY,2021,54.20,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2006,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2007,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2008,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2009,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2010,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2011,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2012,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2013,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2014,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2015,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2016,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2017,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2018,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2019,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2020,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,CZ,2021,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2000,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2001,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2002,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2003,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2004,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2005,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2006,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2007,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2008,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2009,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2010,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2011,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2012,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2013,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2014,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2015,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2016,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2017,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2018,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2019,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2020,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,EE,2021,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,1997,2.37,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,1998,3.23,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,1999,4.33,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2000,5.55,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2001,6.63,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2002,7.48,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2003,7.70,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2004,8.62,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2005,5.29,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2006,5.65,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2007,6.17,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2008,5.61,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2009,6.32,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2010,5.80,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2011,7.32,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2012,6.46,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2013,7.29,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2014,7.34,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2015,7.56,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2016,7.83,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2017,8.48,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2018,8.65,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2019,10.52,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,ES,2020,10.69,e
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,FI,2011,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2000,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2001,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2002,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2003,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2004,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2005,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2006,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2007,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2008,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2009,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2010,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2011,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2012,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2013,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2014,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2015,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2016,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2017,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2018,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2019,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,HU,2020,,z
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2000,0.00,s
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2001,0.00,s
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2002,0.00,s
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2003,0.00,s
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2004,0.00,s
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2005,0.00,s
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2006,0.00,s
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2007,0.00,s
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2008,0.00,s
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2009,0.00,s
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2010,0.00,s
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2011,0.00,s
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2012,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2013,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2014,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2015,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2016,0.00,
ESTAT:ENV_WAT_USE(1.0),31/07/23 23:00:00,A,ABST,DSW,M3_HAB,IE,2017,0.00,
