"Area Code","Area","Item Code","Item","Element Code","Element","Year Code","Year","Unit","Value","Flag"
211,Switzerland,592,Kiwi fruit,5510,Production,1983,1983,tonnes,,M
211,Switzerland,592,Kiwi fruit,5510,Production,1984,1984,tonnes,,M
211,Switzerland,592,Kiwi fruit,5510,Production,1985,1985,tonnes,,M
211,Switzerland,592,Kiwi fruit,5510,Production,1986,1986,tonnes,,M
211,Switzerland,592,Kiwi fruit,5510,Production,1987,1987,tonnes,,M
211,Switzerland,592,Kiwi fruit,5510,Production,1988,1988,tonnes,,M
211,Switzerland,592,Kiwi fruit,5510,Production,1989,1989,tonnes,,M
211,Switzerland,592,Kiwi fruit,5510,Production,1990,1990,tonnes,526.0,
211,Switzerland,592,Kiwi fruit,5510,Production,1991,1991,tonnes,110.0,
211,Switzerland,592,Kiwi fruit,5510,Production,1992,1992,tonnes,498.0,
211,Switzerland,592,Kiwi fruit,5510,Production,1993,1993,tonnes,450.0,
211,Switzerland,592,Kiwi fruit,5510,Production,1994,1994,tonnes,300.0,
211,Switzerland,592,Kiwi fruit,5510,Production,1995,1995,tonnes,388.0,
211,Switzerland,592,Kiwi fruit,5510,Production,1996,1996,tonnes,695.0,
211,Switzerland,592,Kiwi fruit,5510,Production,1997,1997,tonnes,317.0,
211,Switzerland,592,Kiwi fruit,5510,Production,1998,1998,tonnes,24.0,
211,Switzerland,592,Kiwi fruit,5510,Production,1999,1999,tonnes,391.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2000,2000,tonnes,400.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2001,2001,tonnes,195.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2002,2002,tonnes,278.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2003,2003,tonnes,67.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2004,2004,tonnes,408.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2005,2005,tonnes,325.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2006,2006,tonnes,321.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2007,2007,tonnes,313.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2008,2008,tonnes,206.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2009,2009,tonnes,548.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2010,2010,tonnes,213.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2011,2011,tonnes,539.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2012,2012,tonnes,460.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2013,2013,tonnes,555.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2014,2014,tonnes,501.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2015,2015,tonnes,439.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2016,2016,tonnes,375.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2017,2017,tonnes,431.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2018,2018,tonnes,474.0,
211,Switzerland,592,Kiwi fruit,5510,Production,2019,2019,tonnes,296.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1961,1961,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1962,1962,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1963,1963,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1964,1964,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1965,1965,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1966,1966,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1967,1967,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1968,1968,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1969,1969,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1970,1970,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1971,1971,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1972,1972,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1973,1973,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1974,1974,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1975,1975,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1976,1976,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1977,1977,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1978,1978,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1979,1979,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1980,1980,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1981,1981,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1982,1982,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1983,1983,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1984,1984,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1985,1985,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1986,1986,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1987,1987,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1988,1988,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1989,1989,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1990,1990,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1991,1991,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1992,1992,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1993,1993,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1994,1994,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1995,1995,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1996,1996,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1997,1997,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1998,1998,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,1999,1999,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2000,2000,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2001,2001,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2002,2002,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2003,2003,ha,446.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2004,2004,ha,489.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2005,2005,ha,476.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2006,2006,ha,473.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2007,2007,ha,465.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2008,2008,ha,426.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2009,2009,ha,457.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2010,2010,ha,455.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2011,2011,ha,449.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2012,2012,ha,437.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2013,2013,ha,449.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2014,2014,ha,428.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2015,2015,ha,432.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2016,2016,ha,446.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2017,2017,ha,461.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2018,2018,ha,461.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5312,Area harvested,2019,2019,ha,422.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2003,2003,hg/ha,197265.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2004,2004,hg/ha,231084.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2005,2005,hg/ha,216702.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2006,2006,hg/ha,174905.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2007,2007,hg/ha,226538.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2008,2008,hg/ha,257770.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2009,2009,hg/ha,261969.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2010,2010,hg/ha,246769.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2011,2011,hg/ha,305947.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2012,2012,hg/ha,265858.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2013,2013,hg/ha,248708.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2014,2014,hg/ha,329089.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2015,2015,hg/ha,279329.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2016,2016,hg/ha,306457.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2017,2017,hg/ha,293406.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2018,2018,hg/ha,255770.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5419,Yield,2019,2019,hg/ha,275261.0,Fc
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1961,1961,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1962,1962,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1963,1963,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1964,1964,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1965,1965,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1966,1966,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1967,1967,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1968,1968,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1969,1969,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1970,1970,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1971,1971,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1972,1972,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1973,1973,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1974,1974,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1975,1975,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1976,1976,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1977,1977,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1978,1978,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1979,1979,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1980,1980,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1981,1981,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1982,1982,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1983,1983,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1984,1984,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1985,1985,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1986,1986,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1987,1987,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1988,1988,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1989,1989,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1990,1990,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1991,1991,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1992,1992,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1993,1993,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1994,1994,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1995,1995,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1996,1996,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1997,1997,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1998,1998,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,1999,1999,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2000,2000,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2001,2001,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2002,2002,tonnes,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2003,2003,tonnes,8798.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2004,2004,tonnes,11300.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2005,2005,tonnes,10315.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2006,2006,tonnes,8273.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2007,2007,tonnes,10534.0,
211,Switzerland,333,Linseed,5312,Area harvested,1999,1999,ha,,M
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2008,2008,tonnes,10981.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2009,2009,tonnes,11972.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2010,2010,tonnes,11228.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2011,2011,tonnes,13737.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2012,2012,tonnes,11618.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2013,2013,tonnes,11167.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2014,2014,tonnes,14085.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2015,2015,tonnes,12067.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2016,2016,tonnes,13668.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2017,2017,tonnes,13526.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2018,2018,tonnes,11791.0,
211,Switzerland,407,"Leeks, other alliaceous vegetables",5510,Production,2019,2019,tonnes,11616.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1961,1961,ha,2000.0,F
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1962,1962,ha,2000.0,F
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1963,1963,ha,2000.0,F
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1964,1964,ha,2000.0,F
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1965,1965,ha,800.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1966,1966,ha,800.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1967,1967,ha,800.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1968,1968,ha,800.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1969,1969,ha,800.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1970,1970,ha,800.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1971,1971,ha,850.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1972,1972,ha,800.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1973,1973,ha,870.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1974,1974,ha,1125.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1975,1975,ha,1205.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1976,1976,ha,1206.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1977,1977,ha,1076.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1978,1978,ha,1080.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1979,1979,ha,1100.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1980,1980,ha,1262.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1981,1981,ha,1151.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1982,1982,ha,1035.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1983,1983,ha,1055.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1984,1984,ha,1145.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1985,1985,ha,1147.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1986,1986,ha,1028.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1987,1987,ha,1055.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1988,1988,ha,1100.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1989,1989,ha,1165.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1990,1990,ha,1104.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1991,1991,ha,1136.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1992,1992,ha,1112.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1993,1993,ha,1407.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1994,1994,ha,1138.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1995,1995,ha,1206.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1996,1996,ha,1204.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1997,1997,ha,1200.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1998,1998,ha,1154.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,1999,1999,ha,1159.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2000,2000,ha,1176.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2001,2001,ha,1164.0,
211,Switzerland,333,Linseed,5312,Area harvested,2000,2000,ha,,M
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2002,2002,ha,1253.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2003,2003,ha,3407.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2004,2004,ha,3474.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2005,2005,ha,3639.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2006,2006,ha,3572.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2007,2007,ha,3547.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2008,2008,ha,3836.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2009,2009,ha,3509.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2010,2010,ha,3436.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2011,2011,ha,3518.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2012,2012,ha,3531.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2013,2013,ha,3551.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2014,2014,ha,3622.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2015,2015,ha,3453.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2016,2016,ha,3289.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2017,2017,ha,3414.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2018,2018,ha,3305.0,
211,Switzerland,372,Lettuce and chicory,5312,Area harvested,2019,2019,ha,3237.0,
211,Switzerland,372,Lettuce and chicory,5419,Yield,1961,1961,hg/ha,215000.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1962,1962,hg/ha,210000.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1963,1963,hg/ha,222500.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1964,1964,hg/ha,233000.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1965,1965,hg/ha,220000.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1966,1966,hg/ha,232500.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1967,1967,hg/ha,233750.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1968,1968,hg/ha,234625.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1969,1969,hg/ha,235000.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1970,1970,hg/ha,235000.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1971,1971,hg/ha,232941.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1972,1972,hg/ha,235000.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1973,1973,hg/ha,227586.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1974,1974,hg/ha,184000.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1975,1975,hg/ha,189212.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1976,1976,hg/ha,189884.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1977,1977,hg/ha,187732.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1978,1978,hg/ha,189815.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1979,1979,hg/ha,200000.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1980,1980,hg/ha,190174.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1981,1981,hg/ha,346655.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1982,1982,hg/ha,306280.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1983,1983,hg/ha,305213.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1984,1984,hg/ha,288419.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1985,1985,hg/ha,277393.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1986,1986,hg/ha,273171.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1987,1987,hg/ha,233934.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1988,1988,hg/ha,252227.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1989,1989,hg/ha,251725.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1990,1990,hg/ha,259393.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1991,1991,hg/ha,228565.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1992,1992,hg/ha,227752.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1993,1993,hg/ha,169588.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1994,1994,hg/ha,207337.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1995,1995,hg/ha,215439.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1996,1996,hg/ha,254336.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1997,1997,hg/ha,239567.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1998,1998,hg/ha,238882.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,1999,1999,hg/ha,183865.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2000,2000,hg/ha,200442.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2001,2001,hg/ha,180086.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2002,2002,hg/ha,191133.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2003,2003,hg/ha,179222.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2004,2004,hg/ha,188725.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2005,2005,hg/ha,178557.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2006,2006,hg/ha,159818.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2007,2007,hg/ha,177722.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2008,2008,hg/ha,163465.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2009,2009,hg/ha,199068.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2010,2010,hg/ha,198923.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2011,2011,hg/ha,215043.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2012,2012,hg/ha,194786.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2013,2013,hg/ha,198547.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2014,2014,hg/ha,205610.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2015,2015,hg/ha,205998.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2016,2016,hg/ha,200505.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2017,2017,hg/ha,203673.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2018,2018,hg/ha,190726.0,Fc
211,Switzerland,372,Lettuce and chicory,5419,Yield,2019,2019,hg/ha,182481.0,Fc
211,Switzerland,372,Lettuce and chicory,5510,Production,1961,1961,tonnes,43000.0,
211,Switzerland,372,Lettuce and chicory,5510,Production,1962,1962,tonnes,42000.0,F
211,Switzerland,372,Lettuce and chicory,5510,Production,1963,1963,tonnes,44500.0,
211,Switzerland,372,Lettuce and chicory,5510,Production,1964,1964,tonnes,46600.0,
211,Switzerland,372,Lettuce and chicory,5510,Production,1965,1965,tonnes,17600.0,
211,Switzerland,372,Lettuce and chicory,5510,Production,1966,1966,tonnes,18600.0,
211,Switzerland,372,Lettuce and chicory,5510,Production,1967,1967,tonnes,18700.0,
