STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,SOURCE,Source of water,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,TUR,Türkiye,A,Annual,NF_AGR,"Agriculture, forestry, fishing",M3,Cubic metres,NF,Non-freshwater,2017,,505,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,TUR,Türkiye,A,Annual,NF_AGR,"Agriculture, forestry, fishing",M3,Cubic metres,NF,Non-freshwater,2018,,505,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,TUR,Türkiye,A,Annual,NF_AGR,"Agriculture, forestry, fishing",M3,Cubic metres,NF,Non-freshwater,2019,,505,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,TUR,Türkiye,A,Annual,NF_AGR,"Agriculture, forestry, fishing",M3,Cubic metres,NF,Non-freshwater,2020,,505,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,TUR,Türkiye,A,Annual,NF_AGR,"Agriculture, forestry, fishing",M3,Cubic metres,NF,Non-freshwater,2021,,505,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1990,,7985,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1995,,8615,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1996,,8150,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1997,,7570,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1998,,7393,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,1999,,7195,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2000,,6747,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2001,,6265,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2002,,5985,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2003,,5628,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2004,,5297,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2005,,5205,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2006,,5075,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2007,,4853,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2008,,4685,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2009,,4283,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2010,,4161,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2011,,4031,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,UKR,Ukraine,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2012,,4022,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2005,,0.2372,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2006,,0.2372,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2007,,11.1872,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2008,,11.1872,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2009,,11.9172,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2010,,19.6005,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2011,,25.6595,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2012,,26.5355,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2013,,33.8355,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2014,,34.456,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2015,,45.406,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2016,,45.406,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2017,,49.056,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2018,,77.9275,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2019,,77.9275,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2020,,77.9275,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,ZAF,South Africa,A,Annual,DES,Total gross abstraction,M3,Cubic metres,DES,Desalinated water,2021,,78.8,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2009,,3453,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2010,,3196,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2011,,2952,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2012,,4686,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2013,,5390,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2014,,5308,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2015,,3453.4544931315,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2016,,3528.959,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2017,,3423.4401053256,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2018,,3633.2131485708,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2019,,3717.863,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2020,,3630.976,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,PUB,Public water supply,M3,Cubic metres,PUBLIC,Public water supply,2021,,3557.135,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,SELF_ELEC,Electricity production,M3,Cubic metres,SELF,Self- and other water supply,2009,,364,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,SELF_ELEC,Electricity production,M3,Cubic metres,SELF,Self- and other water supply,2010,,296,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,SELF_ELEC,Electricity production,M3,Cubic metres,SELF,Self- and other water supply,2011,,293,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,SELF_ELEC,Electricity production,M3,Cubic metres,SELF,Self- and other water supply,2012,,379,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,SELF_ELEC,Electricity production,M3,Cubic metres,SELF,Self- and other water supply,2013,,334,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,SELF_ELEC,Electricity production,M3,Cubic metres,SELF,Self- and other water supply,2014,,348,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,SELF_ELEC,Electricity production,M3,Cubic metres,SELF,Self- and other water supply,2015,,162.819311122,,B,Time series break,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,SELF_ELEC,Electricity production,M3,Cubic metres,SELF,Self- and other water supply,2016,,143.2007189494,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,SELF_ELEC,Electricity production,M3,Cubic metres,SELF,Self- and other water supply,2017,,197.6152130318,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,SELF_ELEC,Electricity production,M3,Cubic metres,SELF,Self- and other water supply,2018,,188.7803740576,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,SELF_ELEC,Electricity production,M3,Cubic metres,SELF,Self- and other water supply,2019,,172.7665076495,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,SELF_ELEC,Electricity production,M3,Cubic metres,SELF,Self- and other water supply,2020,,236.10053860452,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUS,Australia,A,Annual,SELF_ELEC,Electricity production,M3,Cubic metres,SELF,Self- and other water supply,2021,,304.74289024278,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2000,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2001,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2002,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2003,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2004,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2005,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2006,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2007,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2008,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2009,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2010,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2011,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2012,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2013,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2014,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2015,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2016,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2017,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2018,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2019,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2020,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,AUT,Austria,A,Annual,EXP,Exported water,M3,Cubic metres,TOTAL,Total water,2021,,0,,E,Estimated value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,1980,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,1985,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,1990,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,1991,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,1992,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,1993,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,1994,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,1995,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,1996,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,1997,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,1998,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,1999,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,2000,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,2001,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,2002,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,2003,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,2004,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,2005,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,2006,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,2007,,0,,A,Normal value,6,Millions,1,One
DATAFLOW,OECD.ENV.EPI:DSD_WATER_USE@DF_WATER_USE(1.0),Water use,I,BEL,Belgium,A,Annual,NF_IRR,Irrigation,M3,Cubic metres,NF,Non-freshwater,2008,,0,,A,Normal value,6,Millions,1,One
